model.name,model.id,firm.id,cdid,id,price,mpd,air,mpg,space,hpwt,trend,share,outshr,y
DTHL61,188,2,6,1677,-4.276358008632657,2.218135593220339,0,2.3,1.0962,0.45929018789144055,5,1.8763993418035663e-4,0.8753098648539289,-0.89742075152874
DTJHL7,194,2,6,1678,-5.084793861005241,2.218135593220339,0,2.3,1.0836,0.40068935803532957,5,4.7647757006824743e-4,0.8753098648539289,0.034475015513861784
FT128 ,241,17,6,1679,-5.821173474362007,1.928813559322034,0,2,0.9796,0.3212435233160622,5,2.777912654096194e-4,0.8753098648539289,-0.5050756463968273
FT124S,240,17,6,1681,-1.6401541422003199,1.7359322033898306,0,1.8,1.0304,0.39449541284403666,5,1.5808853281540827e-4,0.8753098648539289,-1.068790423839678
FT131 ,242,17,6,1682,-3.9740732986150826,1.7359322033898306,0,1.8,1.118,0.3621052631578947,5,2.505462490895848e-4,0.8753098648539289,-0.6083021036251868
HDCIVI,257,3,6,1685,-6.965285952393641,2.7003389830508473,0,2.8,0.888,0.32298136645962733,5,0.0017842248657980633,0.8753098648539289,1.3547937168350268
HDACCO,256,3,6,1686,-4.740329889124749,3.6647457627118647,0,3.8,1.0432,0.34119417962870047,5,2.5144992042297216e-4,0.8753098648539289,-0.6047017880673966
MZ1600,345,4,6,1688,-6.1463052845553285,2.0252542372881357,0,2.1,1.0458,0.29223744292237447,5,8.551158587575193e-5,0.8753098648539289,-1.683293760131587
MZRTYE,356,4,6,1689,-3.158607569265346,1.7359322033898306,0,1.8,1.1151,0.39711191335740076,5,1.3672412397831187e-4,0.8753098648539289,-1.2139804321804597
MB230 ,296,9,6,1690,7.3317263498910705,1.6394915254237288,0,1.7,1.337,0.3837398373983739,5,1.6832564538318363e-5,0.8753098648539289,-3.3086302586334853
MB240D,297,9,6,1691,7.558439882404251,2.218135593220339,0,2.3,1.337,0.20162601626016258,5,9.925548272234361e-5,0.8753098648539289,-1.534248474636259
MB300D,308,9,6,1692,12.943325646903372,2.1216949152542375,1,2.2,1.3719999999999999,0.2274741506646972,5,1.2872595829624233e-4,0.8753098648539289,-1.2742598437851065
MB280 ,301,9,6,1693,13.363360796288259,1.3501694915254236,1,1.4,1.295,0.38179148311306904,5,3.702354940519544e-5,0.8753098648539289,-2.5203914536192276
MB450S,314,9,6,1694,24.59886167502288,1.0608474576271187,1,1.1,1.554,0.45627376425855515,5,2.283456070783092e-5,0.8753098648539289,-3.003670425429723
OP77  ,392,26,6,1695,-5.993405460302253,2.1216949152542375,0,2.2,1.0206000000000002,0.363901018922853,5,1.4139084459550592e-4,0.8753098648539289,-1.180417631110286
PG504 ,393,14,6,1697,2.333483819135358,2.603898305084746,0,2.7,1.2012,0.2145922746781116,5,1.2752555906233985e-4,0.8753098648539289,-1.2836288264703004
PSRDST,442,12,6,1698,0.9802325010334236,1.928813559322034,0,2,1.0530000000000002,0.3952941176470588,5,4.290415688813358e-5,0.8753098648539289,-2.372976915813714
PS911S,426,12,6,1699,12.570742167114268,1.7359322033898306,0,1.8,1.0816,0.6781857451403888,5,5.799681691888539e-5,0.8753098648539289,-2.0715575058812057
RNRIZT,473,24,6,1700,-4.909046936576418,2.218135593220339,0,2.3,1.131,0.3426939552594003,5,2.5896253135874404e-5,0.8753098648539289,-2.877847342541031
SA99GL,481,11,6,1701,-0.3413843706713209,2.0252542372881357,0,2.1,1.1591,0.411764705882353,5,1.034636238569232e-4,0.8753098648539289,-1.4927255436035622
SBDL  ,486,5,6,1702,-5.875655020934943,2.796779661016949,0,2.9,0.954,0.2857142857142857,5,6.59922850745866e-4,0.8753098648539289,0.3601773011659306
TYCORO,503,1,6,1704,-5.982860644836523,2.3145762711864406,0,2.4,1.0065,0.3303964757709251,5,0.002526516684200588,0.8753098648539289,1.7026511941786238
TYCORO,503,1,6,1705,-4.6805759348189495,1.928813559322034,0,2,1.1072,0.3598484848484848,5,5.211216314639475e-4,0.8753098648539289,0.12403783799792212
TYCELI,499,1,6,1706,-4.476709502481516,1.928813559322034,0,2,1.1136,0.37328094302554027,5,0.0013546707669067465,0.8753098648539289,1.0793680931249057
TYMARK,510,1,6,1707,-1.5962174110931144,1.4466101694915254,0,1.5,1.1895,0.37961335676625657,5,6.830136764586874e-5,0.8753098648539289,-1.9080158437388466
VWBEET,540,7,6,1708,-5.6120346342917085,2.1216949152542375,0,2.2,0.976,0.2674418604651163,5,3.642874484098082e-4,0.8753098648539289,-0.23400238478627156
VWDASH,542,7,6,1709,-2.4907692564358204,2.3145762711864406,0,2.4,1.1072,0.35714285714285715,5,3.738097164899787e-4,0.8753098648539289,-0.2081987457089527
VWRABB,549,7,6,1710,-4.67003111935322,2.796779661016949,0,2.9,0.9984000000000001,0.37927350427350426,5,0.0015113700736424699,0.8753098648539289,1.1888262177560245
VWSCIR,550,7,6,1711,-2.9828606448365242,2.796779661016949,0,2.9,0.9984000000000001,0.3665462054723799,5,2.0806020878854088e-4,0.8753098648539289,-0.7941181310689149
VV244 ,522,6,6,1712,-0.1709098539753633,1.6394915254237288,0,1.7,1.2931000000000001,0.33696392103471745,5,1.29144074883332e-4,0.8753098648539289,-1.2710169935140119
VV264 ,524,6,6,1713,3.0891955941792943,1.4466101694915254,0,1.5,1.2931000000000001,0.3913324708926261,5,9.80820587521243e-5,0.8753098648539289,-1.5461411717055444
AMGREM,23,15,7,855,-6.401683546458848,1.9791601866251942,0,2.1,1.1857,0.31201248049922,6,5.007365513613048e-4,0.8778891753255293,0.08119207624480929
AMHORN,24,15,7,857,-6.070000378142017,1.6964230171073094,0,1.8,1.3206,0.2899505766062603,6,0.0010302775220307773,0.8778891753255293,0.8026954428478215
AMPACE,27,15,7,859,-5.739967374841686,1.6964230171073094,0,1.8,1.309,0.2788339670468948,6,5.948441404708668e-4,0.8778891753255293,0.2534113814940335
AMMATA,26,15,7,860,-4.254818859990201,1.4136858475894245,0,1.5,1.6848,0.2639375168327498,6,2.936340918058661e-4,0.8778891753255293,-0.4525536344442056
BKSKYH,52,19,7,862,-5.192112589363139,1.6964230171073094,0,1.8,1.1880000000000002,0.37433155080213903,6,3.271340260423517e-4,0.8778891753255293,-0.3445180884503163
BKSKYL,53,19,7,863,-5.449538331937396,1.5079315707620529,0,1.6,1.4672999999999998,0.3185679611650486,6,0.001278390109167434,0.8778891753255293,1.0184687971494721
BKCENT,38,19,7,865,-4.560099388043007,1.5079315707620529,0,1.6,1.6906,0.2843986998916576,6,0.0036782454294357492,0.8778891753255293,2.0753030910366617
BKLSAB,45,19,7,870,-3.3571290910133023,1.6021772939346812,0,1.7,1.6863,0.2996575342465754,6,0.0024663816914375905,0.8778891753255293,1.6756194124031545
BKELCT,41,19,7,873,-0.431386516755877,1.3194401244167961,0,1.4,1.7394,0.4063974829575249,6,0.0017932526634223333,0.8778891753255293,1.356898339305637
BKRIVE,50,19,7,874,0.3804946713629338,1.4136858475894245,0,1.5,1.7082,0.40961945031712477,6,2.7369459423911614e-4,0.8778891753255293,-0.522875175776127
CDSEVI,93,19,7,875,10.283134935389338,1.3194401244167961,1,1.4,1.4687999999999999,0.4293893129770992,6,5.874917795606997e-4,0.8778891753255293,0.24097421273475383
CDELDR,91,19,7,877,6.698976519547752,1.0367029548989115,1,1.1,1.8,0.3632694248234107,6,6.096014731027226e-4,0.8778891753255293,0.27791737992804677
CVCHEV,135,19,7,879,-6.812574635567759,2.6388802488335923,0,2.8,0.9858,0.30031612223393045,6,0.0025807970537945544,0.8778891753255293,1.7209655248356173
CVVEGA,150,19,7,880,-6.400033381442347,2.2618973561430793,0,2.4,1.1616,0.3416022773485156,6,9.708404577140603e-4,0.8778891753255293,0.7432741066482755
CVNOVA,146,19,7,881,-5.933036681772379,1.7906687402799377,0,1.9,1.4381,0.34656584751102715,6,0.004105418913586742,0.8778891753255293,2.1851750253260835
CVMONZ,145,19,7,883,-5.886832061310333,2.2618973561430793,0,2.4,1.1880000000000002,0.3255813953488372,6,0.0010971064053663028,0.8778891753255293,0.8655434113104006
CVMALI,142,19,7,885,-5.268020180122215,1.6964230171073094,0,1.8,1.6170000000000002,0.3031973539140022,6,0.003895738524266737,0.8778891753255293,2.132750507667052
CVCAMA,130,19,7,888,-4.974290807184921,1.6964230171073094,0,1.8,1.47,0.3265063817156426,6,0.0027424832303038276,0.8778891753255293,1.7817310364342092
CVMNTC,143,19,7,890,-3.5633997180760097,1.5079315707620529,0,1.6,1.6692000000000002,0.37642782969885774,6,0.004877351045639879,0.8778891753255293,2.357469492002907
CVCORV,139,19,7,896,2.5092075426500635,1.3194401244167961,0,1.4,1.2833999999999999,0.5220417633410673,6,5.599237143232935e-4,0.8778891753255293,0.19291250907855506
CRLEBA,119,16,7,897,-3.1409574738515875,1.225194401244168,0,1.3,1.5110999999999999,0.40730337078651685,6,9.211758516375115e-4,0.8778891753255293,0.6907629126264903
CRCORD,107,16,7,898,-2.8208254606502674,1.0367029548989115,0,1.1,1.677,0.46971569839307786,6,0.0018758253321057477,0.8778891753255293,1.4019159777294856
DGCOLT,159,16,7,901,-6.114554833587561,2.7331259720062206,0,2.9,1.1008,0.4019370460048426,6,9.296198868867552e-4,0.8778891753255293,0.6998877378707284
DGASPE,155,16,7,904,-5.769670345138716,1.884914463452566,0,2,1.4746,0.3091190108191654,6,0.003184414047086676,0.8778891753255293,1.9311355374754129
DGMONA,169,16,7,907,-5.180561434247627,1.6021772939346812,0,1.7,1.7082,0.30095759233926134,6,0.0012075101933447323,0.8778891753255293,0.9614277862358964
DGCHRG,158,16,7,910,-3.3488782659307947,1.225194401244168,0,1.3,1.6848,0.3722721437740693,6,3.8273050111797976e-4,0.8778891753255293,-0.18755695188095522
DGDIPL,164,16,7,911,-3.3439277708812902,1.4136858475894245,0,1.5,1.5110999999999999,0.40730337078651685,6,5.270551098250691e-4,0.8778891753255293,0.13241707484854714
FDPINT,229,18,7,912,-6.647558133917594,2.450388802488336,0,2.6,1.1829999999999998,0.3847816688283614,6,0.0029037879784295675,0.8778891753255293,1.8388833221480967
FDMAVE,226,18,7,915,-6.159109289033106,1.9791601866251942,0,2.1,1.3277,0.3325251125736058,6,0.0022075628041562543,0.8778891753255293,1.56475634147876
FDMSTG,227,18,7,917,-5.652508628967099,2.167651632970451,0,2.3,1.2425,0.33878949371907124,6,0.0022446271208733395,0.8778891753255293,1.5814066522806112
FDGRNA,221,18,7,919,-4.966039982102412,1.9791601866251942,0,2.1,1.4652,0.30245746691871456,6,0.0046716559252926474,0.8778891753255293,2.3143808347200636
FDLTD ,222,18,7,921,-2.825775955699772,1.225194401244168,0,1.3,1.8079999999999998,0.3732470334412082,6,0.005004590293305275,0.8778891753255293,2.3832227879706247
FDLTDI,225,18,7,922,-3.7251158896931713,1.3194401244167961,0,1.4,1.7160000000000002,0.4123975409836066,6,0.0026821254767854796,0.8778891753255293,1.7594768065807473
FDTHNB,235,18,7,923,-3.4066340415083527,1.4136858475894245,0,1.5,1.7064000000000001,0.33273611466598413,6,0.004276640799684335,0.8778891753255293,2.2260350795766692
LCVERS,283,18,7,924,7.215478169712771,1.5079315707620529,1,1.6,1.5074999999999998,0.27,6,1.7742996185716165e-4,0.8778891753255293,-0.9563120909871046
LCCONT,277,18,7,925,4.139570578953693,1.225194401244168,1,1.3,1.864,0.3668032786885246,6,0.001223004077337893,0.8778891753255293,0.9741774286152234
LCMARK,278,18,7,926,7.043861007996597,1.225194401244168,1,1.3,1.848,0.38478073946689595,6,9.839142443772194e-4,0.8778891753255293,0.7566507022827578
MCBOBC,317,18,7,927,-6.088152193323534,3.487091757387247,0,3.7,1.1829999999999998,0.37568594343604894,6,4.666710509009602e-4,0.8778891753255293,0.010736580730320355
MCCOME,320,18,7,930,-5.792772655369739,1.6021772939346812,0,1.7,1.3986999999999998,0.44698205546492664,6,5.554912534525845e-4,0.8778891753255293,0.18496482264728087
MCMONA,329,18,7,932,-4.906634041508353,1.9791601866251942,0,2.1,1.4652,0.302552789158525,6,1.4049717216888072e-4,0.8778891753255293,-1.1897006792891904
MCCOUG,321,18,7,934,-3.7878221603202347,1.4136858475894245,0,1.5,1.6848,0.3339326997174416,6,0.002406760489280547,0.8778891753255293,1.6511488859759282
MCMARQ,327,18,7,935,-2.6921125893631377,1.225194401244168,0,1.3,1.832,0.39990753582986593,6,0.00184940155201894,0.8778891753255293,1.387729339395956
ODSTRF,382,19,7,936,-5.4874921273169335,2.2618973561430793,0,2.4,1.1880000000000002,0.3143712574850299,6,2.5147967907404974e-4,0.8778891753255293,-0.607525853583514
ODOMEG,380,19,7,939,-5.495742952399442,1.5079315707620529,0,1.6,1.46,0.33206831119544594,6,6.803104037879785e-4,0.8778891753255293,0.38766112922683593
ODCUTL,376,19,7,941,-4.522145592663469,1.5079315707620529,0,1.6,1.6632000000000002,0.2902155887230514,6,0.006943824805997633,0.8778891753255293,2.7107199855223225
ODDELT,377,19,7,944,-3.1723106091651196,1.6021772939346812,0,1.7,1.6786,0.3024193548387097,6,0.0029716822306984085,0.8778891753255293,1.8619954381424835
OD98  ,370,19,7,947,-0.563399718076008,1.5079315707620529,0,1.6,1.7017,0.4465458366167586,6,0.0016239116138366434,0.8778891753255293,1.2577050533145337
ODTORN,385,19,7,948,1.661022724168216,1.225194401244168,0,1.3,1.8239999999999998,0.4315925766076823,6,3.7958700512955414e-4,0.8778891753255293,-0.1958042078610438
PLARRO,404,16,7,949,-6.185511929297132,2.450388802488336,0,2.6,1.0688,0.3933649289099526,6,6.227147178745233e-4,0.8778891753255293,0.29920045622869473
PLVOLA,422,16,7,951,-5.789472325336735,1.884914463452566,0,2,1.4746,0.3091190108191654,6,0.004002433250032881,0.8778891753255293,2.159769726714633
PLFURY,410,16,7,954,-5.2531686949736995,1.6021772939346812,0,1.7,1.7082,0.30095759233926134,6,0.0012107852163619624,0.8778891753255293,0.9641363263143887
PLGRNF,412,16,7,957,-4.04359773787799,1.225194401244168,0,1.3,1.784,0.3498190591073583,6,4.168354596869657e-4,0.8778891753255293,-0.10219647810377364
PTASTR,447,19,7,958,-6.3076241405182545,2.2618973561430793,0,2.4,1.1748,0.3387096774193548,6,3.7739050374852035e-4,0.8778891753255293,-0.20160757062925505
PTSUNB,464,19,7,959,-5.72346572467667,2.450388802488336,0,2.6,1.1748,0.3268219383921863,6,8.127055109825069e-4,0.8778891753255293,0.56548077786611906
PTPHOE,462,19,7,961,-4.959439322036406,1.6021772939346812,0,1.7,1.4615999999999998,0.3206106870229008,6,9.538340128896489e-4,0.8778891753255293,0.7256016246798813
PTLEMA,459,19,7,966,-5.005643942498452,1.5079315707620529,0,1.6,1.6224,0.2886201209455745,6,9.609496251479679e-4,0.8778891753255293,0.7330339474469314
PTFIRB,452,19,7,969,-4.715214899594161,1.5079315707620529,0,1.6,1.4381,0.32169117647058826,6,0.001812534525845061,0.8778891753255293,1.3675933943409468
PTGRNP,457,19,7,975,-3.312574635567758,1.5079315707620529,0,1.6,1.7082,0.3548895899053628,6,0.003101841378403262,0.8778891753255293,1.9048631662139535
ARSPOR,36,20,7,1714,0.7715837802738257,1.7906687402799377,0,1.9,1.1072,0.41635687732342014,6,7.240562935683283e-5,0.8778891753255293,-1.852603991032126
AD100L,4,7,7,1715,0.037260347930590854,1.6964230171073094,0,1.8,1.2972,0.36962635596625154,6,1.0103906352755491e-4,0.8778891753255293,-1.5193808312830566
ADFOX ,14,7,7,1716,-2.604653843488551,2.2618973561430793,0,2.4,1.0899,0.3786407766990291,6,3.062080757595686e-4,0.8778891753255293,-0.4106231839396255
BW320I,57,8,7,1717,1.4233989617919782,1.884914463452566,0,2,1.1392,0.4150943396226416,6,2.567276075233461e-4,0.8778891753255293,-0.5868724110422949
BW530I,69,8,7,1718,8.857392361131911,1.3194401244167961,0,1.4,1.273,0.5116279069767442,6,9.521241615151914e-5,0.8778891753255293,-1.5787776858957638
CPSPOR,102,8,7,1719,-4.545247902894491,1.6964230171073094,0,1.8,1.1725,0.3660962992439316,6,2.953834012889649e-4,0.8778891753255293,-0.44661386305642203
DTB210,184,2,7,1721,-5.888482226326835,2.7331259720062206,0,2.9,0.9943,0.41688379364252215,6,0.0022791135078258583,0.8778891753255293,1.5966537930357232
DTHL71,189,2,7,1722,-4.832376615765779,2.167651632970451,0,2.3,1.0836,0.399313009875483,6,3.181901880836512e-4,0.8778891753255293,-0.37223876120964583
DTF10S,186,2,7,1723,-5.739967374841686,2.7331259720062206,0,2.9,0.948,0.38314176245210724,6,4.968038932000526e-4,0.8778891753255293,0.07330732619405378
DTG810,187,2,7,1724,-2.687162094313633,1.6021772939346812,0,1.7,1.1895,0.45854031333588074,6,3.714849401552019e-4,0.8778891753255293,-0.21737971555266888
HDCIVI,257,3,7,1725,-7.175610939198122,2.6388802488335923,0,2.8,0.888,0.32298136645962733,6,0.00194197027489149,0.8778891753255293,1.4365703013445197
HDACCO,256,3,7,1728,-4.921485526656868,3.5813374805598754,0,3.8,1.0432,0.34818228366615467,6,9.9940812837038e-4,0.8778891753255293,0.7722751911787995
FT128 ,241,17,7,1729,-6.081551533257528,2.167651632970451,0,2.3,0.9796,0.3212435233160622,6,2.200710245955544e-4,0.8778891753255293,-0.7409377076268164
FT131 ,242,17,7,1731,-4.230066384742677,1.7906687402799377,0,1.9,1.118,0.3621052631578947,6,3.0035512297777193e-4,0.8778891753255293,-0.4299225231047554
FTSPID,245,17,7,1732,-1.6706604441486181,1.6964230171073094,0,1.8,1.0304,0.39449541284403666,6,1.7013021175851637e-4,0.8778891753255293,-0.9983239455687762
MB230 ,296,9,7,1736,9.499306552551051,1.6021772939346812,0,1.7,1.337,0.38436482084690554,6,5.488622912008418e-5,0.8778891753255293,-2.129625559597354
MB240D,297,9,7,1737,9.278184440339835,2.3561430793157077,0,2.5,1.337,0.20129870129870128,6,1.387347099829015e-4,0.8778891753255293,-1.2023244927157286
MB300D,308,9,7,1738,15.614818103706167,2.167651632970451,1,2.3,1.337,0.2274741506646972,6,1.528212547678548e-4,0.8778891753255293,-1.1056190720060446
MB280E,303,9,7,1739,16.479504572353033,1.3194401244167961,1,1.4,1.3560999999999999,0.40234948604992665,6,5.488622912008418e-5,0.8778891753255293,-2.129625559597354
MB450S,314,9,7,1740,29.890395661461945,1.225194401244168,1,1.3,1.554,0.4585987261146497,6,8.662370117059056e-5,0.8778891753255293,-1.6733145772525972
PGSL50,402,14,7,1742,0.3837950013959386,2.6388802488335923,0,2.8,1.1682000000000001,0.2913907284768212,6,4.508746547415494e-5,0.8778891753255293,-2.3262837604712363
PG504D,394,14,7,1743,2.5290095228480816,2.6388802488335923,0,2.8,1.2078000000000002,0.2268370607028754,6,6.463238195449164e-5,0.8778891753255293,-1.966172487107782
PSCOUP,440,12,7,1744,3.741880809976795,1.6021772939346812,0,1.7,1.1457,0.4052901023890785,6,1.7979744837564118e-4,0.8778891753255293,-0.9430571104709102
PSCP91,441,12,7,1745,12.98280490238604,1.4136858475894245,0,1.5,1.0816,0.6781857451403888,6,7.508878074444298e-5,0.8778891753255293,-1.8162168842246462
RNLECA,470,24,7,1746,-6.241617539858188,2.3561430793157077,0,2.5,0.852,0.3376477208778841,6,1.3426279100355124e-4,0.8778891753255293,-1.235089034604334
RNGTL ,469,24,7,1747,-4.418185196623864,2.073405909797823,0,2.2,1.131,0.3380281690140845,6,2.038668946468499e-5,0.8778891753255293,-3.1200058302756144
SA99GL,481,11,7,1748,-0.37858123622782536,1.6964230171073094,0,1.8,1.1591,0.39325842696629215,6,2.4214126002893594e-5,0.8778891753255293,-2.947951858955829
SBDL  ,486,5,7,1749,-5.9874921273169335,2.6388802488335923,0,2.8,0.948,0.3300492610837439,6,0.00106309351571748,0.8778891753255293,0.834050306917633
TYCORO,503,1,7,1751,-6.145907968901092,3.3928460342146187,0,3.6,1.023,0.28223844282238436,6,0.003411074575825332,0.8778891753255293,1.9998946045630506
VWRABB,549,7,7,1753,-4.642607638868089,3.675583203732504,0,3.9,0.9984000000000001,0.21145374449339205,6,0.0021663290806260686,0.8778891753255293,1.5459013051857697
TYCORO,503,1,7,1754,-4.617855163620564,1.9791601866251942,0,2.1,1.1072,0.3598484848484848,6,6.61041694068131e-4,0.8778891753255293,0.35892887417273567
TYCELI,499,1,7,1755,-4.370330411145317,1.9791601866251942,0,2.1,1.1136,0.37549407114624506,6,0.0021532815993686705,0.8778891753255293,1.5398602418103815
VWBEET,540,7,7,1756,-5.6574591240166034,2.167651632970451,0,2.3,0.976,0.24146981627296588,6,2.5312376693410494e-4,0.8778891753255293,-0.6010094744710592
VWDASH,542,7,7,1758,-2.687162094313633,2.2618973561430793,0,2.4,1.1072,0.3644859813084112,6,3.40089438379587e-4,0.8778891753255293,-0.3056794038733974
VWSCIR,550,7,7,1759,-3.02379575767997,2.7331259720062206,0,2.9,0.9984000000000001,0.3760593220338983,6,3.260028935946337e-4,0.8778891753255293,-0.34798178356408727
VV244 ,522,6,7,1760,-0.38353173127732987,1.6964230171073094,0,1.8,1.2931000000000001,0.3436306837903506,6,1.482046560568197e-4,0.8778891753255293,-1.1362939111926433
VVGL26,535,6,7,1761,4.484455067402539,1.4136858475894245,0,1.5,1.2931000000000001,0.38869257950530034,6,1.2400368275680652e-4,0.8778891753255293,-1.3145767761328848
AMGREM,23,15,8,976,-5.9500698268046746,2.1408955223880595,0,2.2,1.2024,0.3129890453834116,7,3.1571188413293677e-4,0.8778323419112892,-0.37999326153240265
AMCONC,19,15,8,978,-5.858045286927374,1.9462686567164178,0,2,1.3248,0.2904162633107454,7,0.00150062071641019,0.8778323419112892,1.178810812293091
AMPACE,27,15,8,980,-5.5528305630009935,1.751641791044776,0,1.8,1.3321,0.28151391929934316,7,2.691193585930428e-4,0.8778323419112892,-0.5396683067087373
AMMATA,26,15,8,984,-4.3243029556390304,1.5570149253731345,0,1.6,1.6425,0.32275416890801506,7,1.22475106685633e-4,0.8778323419112892,-1.326915501536046
BKSKYH,52,19,8,986,-5.402523814534735,1.5570149253731345,0,1.6,1.1880000000000002,0.392083644510829,7,2.873529031423768e-4,0.8778323419112892,-0.4741122120807493
BKSKYL,53,19,8,987,-5.4424011151482325,1.751641791044776,0,1.8,1.4672999999999998,0.3246753246753247,7,0.001266196818828398,0.8778323419112892,1.00894975558879
BKCNTS,39,19,8,989,-4.828904182632896,1.8489552238805966,0,1.9,1.4307999999999998,0.34837425348374257,7,0.004181507823613087,0.8778323419112892,2.203603883684985
BKLSAB,45,19,8,994,-3.270621974043939,1.6543283582089552,0,1.7,1.7082,0.3053213143355627,7,0.0024623561360403467,0.8778323419112892,1.6740506492858653
BKELCT,41,19,8,997,-0.3641802562525278,1.4597014925373133,0,1.5,1.7394,0.4155495978552279,7,0.0015738393896288633,0.8778323419112892,1.2264500840038677
BKRIVE,50,19,8,998,2.385819743747472,1.4597014925373133,0,1.5,1.7082,0.4188057281815726,7,3.3302728565886457e-4,0.8778323419112892,-0.32659887460205983
CDSEVI,93,19,8,999,10.799930173195325,1.3623880597014923,1,1.4,1.4687999999999999,0.4067958841828188,7,7.205612310875469e-4,0.8778323419112892,0.4452070958477954
CDELDR,91,19,8,1002,7.258519130250541,0.9731343283582089,1,1,1.7920000000000003,0.3668976763147167,7,5.983059614638562e-4,0.8778323419112892,0.2592789642095825
CVCHEV,135,19,8,1004,-5.988413385086883,2.9194029850746266,0,3,1.0106,0.3095823095823096,7,0.0031952411741885426,0.8778323419112892,1.9345945487006349
CVNOVA,146,19,8,1005,-5.968474734780135,1.751641791044776,0,1.8,1.4381,0.34667507091080996,7,0.003209802146644252,0.8778323419112892,1.9391412775238246
CVMONZ,145,19,8,1007,-6.190867372816944,1.8489552238805966,0,1.9,1.1748,0.33482142857142855,7,0.0020448338290443555,0.8778323419112892,1.4882485078431307
CVMALI,142,19,8,1010,-5.1985360844733854,1.8489552238805966,0,1.9,1.3896,0.31603459747172324,7,0.004838018880124143,0.8778323419112892,2.349437293485839
CVCAMA,130,19,8,1013,-4.99148086974946,1.751641791044776,0,1.8,1.4849999999999999,0.33333333333333337,7,0.003364813138497349,0.8778323419112892,1.9863044094885502
CVMNTC,143,19,8,1015,-4.422462464841485,1.5570149253731345,0,1.6,1.4471999999999998,0.34539473684210525,7,0.004591465149359887,0.8778323419112892,2.297131156631991
CVCORV,139,19,8,1023,3.031525265219866,1.3623880597014923,0,1.4,1.2833999999999999,0.5439576595119083,7,5.463209621104358e-4,0.8778323419112892,0.16838334558497348
CRLEBA,119,16,8,1024,-4.00068332373719,1.6543283582089552,0,1.7,1.5317999999999998,0.3235294117647059,7,0.0016236648131384974,0.8778323419112892,1.2576178034271868
CRCORD,107,16,8,1026,-2.848842832939644,1.3623880597014923,0,1.4,1.6848,0.38557213930348266,7,0.001363532910901332,0.8778323419112892,1.0830110389278298
CRNEWP,121,16,8,1027,-2.7307446734304417,1.0704477611940297,0,1.1,1.8239999999999998,0.4260089686098655,7,8.779516358463727e-4,0.8778323419112892,0.6427682075192749
DGOMNI,170,16,8,1029,-5.6632600108537545,2.4328358208955225,0,2.5,1.1055,0.34965034965034963,7,0.00115733867839131,0.8778323419112892,0.9190551053859348
DGCOLT,159,16,8,1030,-5.3841189065592765,3.3086567164179104,0,3.4,0.9943,0.37914691943127965,7,5.698435277382647e-4,0.8778323419112892,0.210538510261987
DGASPE,155,16,8,1033,-5.762953262387496,1.9462686567164178,0,2,1.4948,0.31496062992125984,7,0.0020342428552954867,0.8778323419112892,1.4830556672236623
DGMONA,169,16,8,1036,-5.098842832939644,1.6543283582089552,0,1.7,1.7004000000000001,0.3026134800550207,7,4.8615026509763354e-4,0.8778323419112892,0.05169446341439343
DGCHLN,157,16,8,1040,-2.4807446734304417,2.822089552238806,0,2.9,1.2144000000000001,0.32854209445585214,7,2.3050562524246735e-4,0.8778323419112892,-0.6945480334796503
DGDIPL,164,16,8,1041,-3.805898047663571,1.6543283582089552,0,1.7,1.5317999999999998,0.3174603174603175,7,7.843786370102159e-4,0.8778323419112892,0.5300685589939693
FDFIES,216,18,8,1043,-5.410192526191177,3.3086567164179104,0,3.4,0.9176,0.3919239904988124,7,9.846760636234321e-4,0.8778323419112892,0.7574894175236446
FDPINT,229,18,8,1044,-6.947002342142097,2.4328358208955225,0,2.5,1.19,0.3791469194312796,7,0.002170955644639855,0.8778323419112892,1.5480994386853801
FDFRMO,217,18,8,1047,-6.071235470976454,2.2382089552238806,0,2.3,1.3774,0.3371647509578544,7,0.0052473813526445106,0.8778323419112892,2.4306611410348937
FDMUST,228,18,8,1050,-5.896388845209582,2.2382089552238806,0,2.3,1.2425,0.3374233128834356,7,0.0025832147937411096,0.8778323419112892,1.7219666461915075
FDGRNA,221,18,8,1053,-5.02829068570038,2.0435820895522387,0,2.1,1.4652,0.31069827033952596,7,0.0028323548428811586,0.8778323419112892,1.8140404444508436
FDLTDI,225,18,8,1055,-3.7522170660684786,1.4597014925373133,0,1.5,1.7380000000000002,0.3460743801652893,7,0.001796805896805897,0.8778323419112892,1.3589425656752443
FDTHNB,235,18,8,1057,-3.328904182632895,1.4597014925373133,0,1.5,1.7064000000000001,0.34297414896339906,7,0.003936764515711884,0.8778323419112892,2.1432911758848503
LCVERS,283,18,8,1058,7.454838148655448,1.5570149253731345,1,1.6,1.5074999999999998,0.3538175046554935,7,2.0363377731798786e-4,0.8778323419112892,-0.8185001288417375
LCCONT,277,18,8,1059,4.183365756017411,1.2650746268656716,1,1.3,1.864,0.3562231759656652,7,0.0012544807965860598,0.8778323419112892,0.9996537579244045
LCMARK,278,18,8,1060,7.131218516753606,1.2650746268656716,1,1.3,1.848,0.36347711845850667,7,9.793223845855424e-4,0.8778323419112892,0.7520375880650878
MCBOBC,317,18,8,1061,-5.887186391221852,2.4328358208955225,0,2.5,1.19,0.3683549602344077,7,3.9054700633648005e-4,0.8778323419112892,-0.16727496336461378
